T1,CMGMM,ADWIN,50,0.005,1e-05,3,0.8174,0.8234444198742971,69.40293836593628,21
T1,CMGMM,ADWIN,50,0.005,1e-05,4,0.5834666666666667,0.5844591947889232,69.2449119091034,10
T1,CMGMM,ADWIN,50,0.005,1e-05,5,0.4619333333333333,0.46318583686652637,69.45181465148926,2
T1,CMGMM,ADWIN,50,0.005,1e-05,6,0.3944,0.4069948079376325,67.17303156852722,0
T1,CMGMM,ADWIN,50,0.001,1e-05,2,0.8047333333333333,0.8031775048568661,68.64000630378723,24
T1,CMGMM,ADWIN,50,0.001,1e-05,3,0.8118,0.8174488711827387,69.4863064289093,22
T1,CMGMM,ADWIN,50,0.001,1e-05,4,0.5234,0.5331212336431468,68.30816054344177,7
T1,CMGMM,ADWIN,50,0.001,1e-05,5,0.4580666666666667,0.463094256324846,69.3595061302185,5
T1,CMGMM,ADWIN,50,0.001,1e-05,6,0.39566666666666667,0.4052392615270045,66.53415775299072,0
T1,CMGMM,ADWIN,50,0.0005,1e-05,2,0.8449333333333333,0.8492010995341917,69.91664123535156,26
T1,CMGMM,ADWIN,50,0.0005,1e-05,3,0.8131333333333334,0.8205722668647544,69.81660771369934,21
T1,CMGMM,ADWIN,50,0.0005,1e-05,4,0.5234666666666666,0.5291050454697619,67.90423965454102,8
T1,CMGMM,ADWIN,50,0.0005,1e-05,5,0.4582,0.46331223691308715,68.00200033187866,3
T1,CMGMM,ADWIN,50,0.0005,1e-05,6,0.4122,0.41271798196366755,68.52695560455322,0
T1,CMGMM,ADWIN,50,0.0001,1e-05,2,0.8374666666666667,0.8425017298695301,70.09589862823486,26
T1,CMGMM,ADWIN,50,0.0001,1e-05,3,0.7719333333333334,0.7788743437865335,68.95030570030212,19
T1,CMGMM,ADWIN,50,0.0001,1e-05,4,0.5848666666666666,0.5921716442873283,69.70380592346191,9
T1,CMGMM,ADWIN,50,0.0001,1e-05,5,0.4351333333333333,0.4361825479056749,67.85193157196045,2
T1,CMGMM,ADWIN,50,0.0001,1e-05,6,0.40353333333333335,0.40137542101150525,67.27527070045471,0
T1,CMGMM,ADWIN,75,0.1,1e-05,2,0.8441333333333333,0.8514937833095424,70.26560711860657,26
T1,CMGMM,ADWIN,75,0.1,1e-05,3,0.7879333333333334,0.7933921100747007,69.66991996765137,20
T1,CMGMM,ADWIN,75,0.1,1e-05,4,0.5602666666666667,0.5746534444799121,69.75581693649292,8
T1,CMGMM,ADWIN,75,0.1,1e-05,5,0.45493333333333336,0.4642478900959435,68.1470959186554,2
T1,CMGMM,ADWIN,75,0.1,1e-05,6,0.4090666666666667,0.41086641132769425,67.1543755531311,0
T1,CMGMM,ADWIN,75,0.05,1e-05,2,0.8413333333333334,0.8460477027844717,70.26866793632507,25
T1,CMGMM,ADWIN,75,0.05,1e-05,3,0.7796666666666666,0.7819324206500027,70.00684714317322,19
T1,CMGMM,ADWIN,75,0.05,1e-05,4,0.5688666666666666,0.5854601309469302,69.27817702293396,10
T1,CMGMM,ADWIN,75,0.05,1e-05,5,0.4597333333333333,0.46498172766356893,67.83750414848328,2
T1,CMGMM,ADWIN,75,0.05,1e-05,6,0.39913333333333334,0.4074003762426942,67.60324263572693,0
T1,CMGMM,ADWIN,75,0.01,1e-05,2,0.8430666666666666,0.8483099707079025,69.19748020172119,27
T1,CMGMM,ADWIN,75,0.01,1e-05,3,0.7163333333333334,0.7216816066968497,68.86544704437256,17
T1,CMGMM,ADWIN,75,0.01,1e-05,4,0.5926666666666667,0.5910507684921725,68.63951873779297,11
T1,CMGMM,ADWIN,75,0.01,1e-05,5,0.44666666666666666,0.4460713412758301,67.66865992546082,3
T1,CMGMM,ADWIN,75,0.01,1e-05,6,0.41133333333333333,0.41463502507672756,67.7416181564331,0
T1,CMGMM,ADWIN,75,0.005,1e-05,2,0.8352666666666667,0.8409283952793861,70.03917121887207,25
T1,CMGMM,ADWIN,75,0.005,1e-05,3,0.8086,0.8154832521498127,69.14518785476685,21
T1,CMGMM,ADWIN,75,0.005,1e-05,4,0.5816666666666667,0.5988347565645078,68.41861462593079,10
T1,CMGMM,ADWIN,75,0.005,1e-05,5,0.43806666666666666,0.4418049803671969,67.93200421333313,2
T1,CMGMM,ADWIN,75,0.005,1e-05,6,0.3989333333333333,0.40723684232688273,67.29635334014893,0
T1,CMGMM,ADWIN,75,0.001,1e-05,2,0.8376666666666667,0.8424692619679044,69.2769672870636,24
T1,CMGMM,ADWIN,75,0.001,1e-05,3,0.8057333333333333,0.8127870034730046,69.98051238059998,21
T1,CMGMM,ADWIN,75,0.001,1e-05,4,0.5571333333333334,0.5654128021401551,68.62335062026978,9
T1,CMGMM,ADWIN,75,0.001,1e-05,5,0.4447333333333333,0.44888895658961053,68.86437606811523,2
T1,CMGMM,ADWIN,75,0.001,1e-05,6,0.3920666666666667,0.3974322891735217,66.5032708644867,0
T1,CMGMM,ADWIN,75,0.0005,1e-05,2,0.8494,0.8547894233438698,69.19922375679016,25
T1,CMGMM,ADWIN,75,0.0005,1e-05,3,0.7773333333333333,0.7813383744429389,70.03184533119202,19
T1,CMGMM,ADWIN,75,0.0005,1e-05,4,0.5302,0.5423120061234968,69.68482494354248,8
T1,CMGMM,ADWIN,75,0.0005,1e-05,5,0.4434,0.4462305657900069,67.17408466339111,3
T1,CMGMM,ADWIN,75,0.0005,1e-05,6,0.40246666666666664,0.41829655201162325,67.89237380027771,0
T1,CMGMM,ADWIN,75,0.0001,1e-05,2,0.8408,0.8450706705063403,70.25528359413147,28
T1,CMGMM,ADWIN,75,0.0001,1e-05,3,0.7746,0.7792734494807517,69.61641716957092,20
T1,CMGMM,ADWIN,75,0.0001,1e-05,4,0.5358,0.5560654633643479,67.74232220649719,7
T1,CMGMM,ADWIN,75,0.0001,1e-05,5,0.44533333333333336,0.44617530066865924,68.3622624874115,2
T1,CMGMM,ADWIN,75,0.0001,1e-05,6,0.39466666666666667,0.4073391860194869,67.9367790222168,0
